V1	V2	V3	father
12909	R-HSA-1855167	Synthesis of pyrophosphates in the cytosol	Homo sapiens	Metabolism
12910	R-HSA-446219	Synthesis of substrates in N-glycan biosythesis	Homo sapiens	Metabolism of proteins
12911	R-HSA-75876	Synthesis of very long-chain fatty acyl-CoAs	Homo sapiens	Metabolism
12912	R-HSA-6782861	Synthesis of wybutosine at G37 of tRNA(Phe)	Homo sapiens	Metabolism of RNA
12913	R-HSA-422085	Synthesis, secretion, and deacylation of Ghrelin	Homo sapiens	Metabolism of proteins
12914	R-HSA-381771	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	Homo sapiens	Metabolism of proteins
12915	R-HSA-400511	Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	Homo sapiens	Metabolism of proteins
12916	R-HSA-445989	TAK1-dependent IKK and NF-kappa-B activation  	Homo sapiens	Immune System
12917	R-HSA-6791462	TALDO1 deficiency: failed conversion of  Fru(6)P, E4P to SH7P, GA3P	Homo sapiens	Disease
12918	R-HSA-6791055	TALDO1 deficiency: failed conversion of SH7P, GA3P to Fru(6)P, E4P	Homo sapiens	Disease
12919	R-HSA-8854214	TBC/RABGAPs	Homo sapiens	Vesicle-mediated transport
12920	R-HSA-201681	TCF dependent signaling in response to WNT	Homo sapiens	Signal Transduction
12921	R-HSA-202403	TCR signaling	Homo sapiens	Immune System
12922	R-HSA-5221030	TET1,2,3 and TDG demethylate DNA	Homo sapiens	Gene expression (Transcription)
12923	R-HSA-8866911	TFAP2 (AP-2) family regulates transcription of cell cycle factors	Homo sapiens	Gene expression (Transcription)
12924	R-HSA-8866910	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	Homo sapiens	Gene expression (Transcription)
12925	R-HSA-8866906	TFAP2 (AP-2) family regulates transcription of other transcription factors	Homo sapiens	Gene expression (Transcription)
12926	R-HSA-8869496	TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation	Homo sapiens	Gene expression (Transcription)
12927	R-HSA-2173789	TGF-beta receptor signaling activates SMADs	Homo sapiens	Signal Transduction
12928	R-HSA-2173791	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	Homo sapiens	Signal Transduction
12929	R-HSA-3656532	TGFBR1 KD Mutants in Cancer	Homo sapiens	Disease
12930	R-HSA-3656535	TGFBR1 LBD Mutants in Cancer	Homo sapiens	Disease
12931	R-HSA-3645790	TGFBR2 Kinase Domain Mutants in Cancer	Homo sapiens	Disease
12932	R-HSA-3642279	TGFBR2 MSI Frameshift Mutants in Cancer	Homo sapiens	Disease
12933	R-HSA-5602566	TICAM1 deficiency - HSE	Homo sapiens	Disease
12934	R-HSA-168927	TICAM1, RIP1-mediated IKK complex recruitment	Homo sapiens	Immune System
12935	R-HSA-9014325	TICAM1,TRAF6-dependent induction of TAK1 complex	Homo sapiens	Immune System
12936	R-HSA-9013973	TICAM1-dependent activation of IRF3/IRF7	Homo sapiens	Immune System
12937	R-HSA-5602410	TLR3 deficiency - HSE	Homo sapiens	Disease
12938	R-HSA-9013957	TLR3-mediated TICAM1-dependent programmed cell death	Homo sapiens	Immune System
12939	R-HSA-5676594	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	Homo sapiens	Immune System
12940	R-HSA-75893	TNF signaling	Homo sapiens	Signal Transduction
12941	R-HSA-5357956	TNFR1-induced NF-kappa-B signaling pathway	Homo sapiens	Signal Transduction
12942	R-HSA-5357786	TNFR1-induced proapoptotic signaling	Homo sapiens	Signal Transduction
12943	R-HSA-5626978	TNFR1-mediated ceramide production	Homo sapiens	Signal Transduction
12944	R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	Homo sapiens	Immune System
12945	R-HSA-5669034	TNFs bind their physiological receptors	Homo sapiens	Immune System
12946	R-HSA-5628897	TP53 Regulates Metabolic Genes	Homo sapiens	Gene expression (Transcription)
12947	R-HSA-6803207	TP53 Regulates Transcription of Caspase Activators and Caspases	Homo sapiens	Gene expression (Transcription)
12948	R-HSA-6791312	TP53 Regulates Transcription of Cell Cycle Genes	Homo sapiens	Gene expression (Transcription)
12949	R-HSA-5633008	TP53 Regulates Transcription of Cell Death Genes	Homo sapiens	Gene expression (Transcription)
12950	R-HSA-6796648	TP53 Regulates Transcription of DNA Repair Genes	Homo sapiens	Gene expression (Transcription)
12951	R-HSA-6803211	TP53 Regulates Transcription of Death Receptors and Ligands	Homo sapiens	Gene expression (Transcription)
12952	R-HSA-6803204	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	Homo sapiens	Gene expression (Transcription)
12953	R-HSA-6804116	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	Homo sapiens	Gene expression (Transcription)
12954	R-HSA-6804114	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	Homo sapiens	Gene expression (Transcription)
12955	R-HSA-6804115	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	Homo sapiens	Gene expression (Transcription)
12956	R-HSA-6803205	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	Homo sapiens	Gene expression (Transcription)
12957	R-HSA-5602571	TRAF3 deficiency - HSE	Homo sapiens	Disease
12958	R-HSA-918233	TRAF3-dependent IRF activation pathway	Homo sapiens	Immune System
12959	R-HSA-933541	TRAF6 mediated IRF7 activation	Homo sapiens	Immune System
12960	R-HSA-975110	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	Homo sapiens	Immune System
12961	R-HSA-933542	TRAF6 mediated NF-kB activation	Homo sapiens	Immune System
12962	R-HSA-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	Homo sapiens	Immune System
12963	R-HSA-937072	TRAF6-mediated induction of TAK1 complex within TLR4 complex	Homo sapiens	Immune System
12964	R-HSA-75158	TRAIL  signaling	Homo sapiens	Signal Transduction
12965	R-HSA-937061	TRIF(TICAM1)-mediated TLR4 signaling 	Homo sapiens	Immune System
12966	R-HSA-2562578	TRIF-mediated programmed cell death	Homo sapiens	Immune System
12967	R-HSA-187042	TRKA activation by NGF	Homo sapiens	Signal Transduction
12968	R-HSA-3295583	TRP channels	Homo sapiens	Transport of small molecules
12969	R-HSA-1299503	TWIK related potassium channel (TREK)	Homo sapiens	Neuronal System
12970	R-HSA-1299361	TWIK-related alkaline pH activated K+ channel (TALK)	Homo sapiens	Neuronal System
12971	R-HSA-1299344	TWIK-related spinal cord K+ channel (TRESK)	Homo sapiens	Neuronal System
12972	R-HSA-1299316	TWIK-releated acid-sensitive K+ channel (TASK)	Homo sapiens	Neuronal System
12973	R-HSA-9033500	TYSND1 cleaves peroxisomal proteins	Homo sapiens	Protein localization
12974	R-HSA-380095	Tachykinin receptors bind tachykinins	Homo sapiens	Signal Transduction
12975	R-HSA-1299308	Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)	Homo sapiens	Neuronal System
12976	R-HSA-1299287	Tandem pore domain halothane-inhibited K+ channel (THIK)	Homo sapiens	Neuronal System
12977	R-HSA-1296346	Tandem pore domain potassium channels	Homo sapiens	Neuronal System
12978	R-HSA-167243	Tat-mediated HIV elongation arrest and recovery	Homo sapiens	Disease
12979	R-HSA-167246	Tat-mediated elongation of the HIV-1 transcript	Homo sapiens	Disease
12980	R-HSA-174417	Telomere C-strand (Lagging Strand) Synthesis	Homo sapiens	Cell Cycle
12981	R-HSA-174430	Telomere C-strand synthesis initiation	Homo sapiens	Cell Cycle
12982	R-HSA-171319	Telomere Extension By Telomerase	Homo sapiens	Cell Cycle
12983	R-HSA-157579	Telomere Maintenance	Homo sapiens	Cell Cycle
12984	R-HSA-166665	Terminal pathway of complement	Homo sapiens	Immune System
12985	R-HSA-977068	Termination of O-glycan biosynthesis	Homo sapiens	Metabolism of proteins
12986	R-HSA-5656169	Termination of translesion DNA synthesis	Homo sapiens	DNA Repair
12987	R-HSA-1474151	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	Homo sapiens	Metabolism
12988	R-HSA-844615	The AIM2 inflammasome	Homo sapiens	Immune System
12989	R-HSA-844623	The IPAF inflammasome	Homo sapiens	Immune System
12990	R-HSA-844455	The NLRP1 inflammasome	Homo sapiens	Immune System
12991	R-HSA-844456	The NLRP3 inflammasome	Homo sapiens	Immune System
12992	R-HSA-1663150	The activation of arylsulfatases	Homo sapiens	Metabolism of proteins
12993	R-HSA-2453902	The canonical retinoid cycle in rods (twilight vision)	Homo sapiens	Sensory Perception
12994	R-HSA-1428517	The citric acid (TCA) cycle and respiratory electron transport	Homo sapiens	Metabolism
12995	R-HSA-167826	The fatty acid cycling model	Homo sapiens	Metabolism
12996	R-HSA-2514856	The phototransduction cascade	Homo sapiens	Sensory Perception
12997	R-HSA-167827	The proton buffering model	Homo sapiens	Metabolism
12998	R-HSA-2187335	The retinoid cycle in cones (daylight vision)	Homo sapiens	Sensory Perception
12999	R-HSA-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint	Homo sapiens	Cell Cycle
13000	R-HSA-164952	The role of Nef in HIV-1 replication and disease pathogenesis	Homo sapiens	Disease
13001	R-HSA-8849175	Threonine catabolism	Homo sapiens	Metabolism
13002	R-HSA-456926	Thrombin signalling through proteinase activated receptors (PARs)	Homo sapiens	Hemostasis
13003	R-HSA-428930	Thromboxane signalling through TP receptor	Homo sapiens	Hemostasis
13004	R-HSA-209968	Thyroxine biosynthesis	Homo sapiens	Metabolism
13005	R-HSA-210993	Tie2 Signaling	Homo sapiens	Hemostasis
13006	R-HSA-420029	Tight junction interactions	Homo sapiens	Cell-Cell communication
13007	R-HSA-1222538	Tolerance by Mtb to nitric oxide produced by macrophages	Homo sapiens	Disease
13008	R-HSA-1222387	Tolerance of reactive oxygen produced by macrophages	Homo sapiens	Disease
13009	R-HSA-168142	Toll Like Receptor 10 (TLR10) Cascade	Homo sapiens	Immune System
13010	R-HSA-181438	Toll Like Receptor 2 (TLR2) Cascade	Homo sapiens	Immune System
13011	R-HSA-168164	Toll Like Receptor 3 (TLR3) Cascade	Homo sapiens	Immune System
13012	R-HSA-166016	Toll Like Receptor 4 (TLR4) Cascade	Homo sapiens	Immune System
13013	R-HSA-168176	Toll Like Receptor 5 (TLR5) Cascade	Homo sapiens	Immune System
13014	R-HSA-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	Homo sapiens	Immune System
13015	R-HSA-168138	Toll Like Receptor 9 (TLR9) Cascade	Homo sapiens	Immune System
13016	R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade	Homo sapiens	Immune System
13017	R-HSA-168188	Toll Like Receptor TLR6:TLR2 Cascade	Homo sapiens	Immune System
13018	R-HSA-168898	Toll-like Receptor Cascades	Homo sapiens	Immune System
13019	R-HSA-5250968	Toxicity of botulinum toxin type A (botA)	Homo sapiens	Disease
13020	R-HSA-5250958	Toxicity of botulinum toxin type B (botB)	Homo sapiens	Disease
13021	R-HSA-5250971	Toxicity of botulinum toxin type C (botC)	Homo sapiens	Disease
13022	R-HSA-5250955	Toxicity of botulinum toxin type D (botD)	Homo sapiens	Disease
13023	R-HSA-5250992	Toxicity of botulinum toxin type E (botE)	Homo sapiens	Disease
13024	R-HSA-5250981	Toxicity of botulinum toxin type F (botF)	Homo sapiens	Disease
13025	R-HSA-5250989	Toxicity of botulinum toxin type G (botG)	Homo sapiens	Disease
13026	R-HSA-5250982	Toxicity of tetanus toxin (tetX)	Homo sapiens	Disease
13027	R-HSA-1679131	Trafficking and processing of endosomal TLR	Homo sapiens	Immune System
13028	R-HSA-399719	Trafficking of AMPA receptors	Homo sapiens	Neuronal System
13029	R-HSA-416993	Trafficking of GluR2-containing AMPA receptors	Homo sapiens	Neuronal System
13030	R-HSA-5624138	Trafficking of myristoylated proteins to the cilium	Homo sapiens	Organelle biogenesis and maintenance
13031	R-HSA-75944	Transcription from mitochondrial promoters	Homo sapiens	Gene expression (Transcription)
13032	R-HSA-1362277	Transcription of E2F targets under negative control by DREAM complex	Homo sapiens	Cell Cycle
13033	R-HSA-1362300	Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1	Homo sapiens	Cell Cycle
13034	R-HSA-9682708	Transcription of SARS-CoV-1 sgRNAs	Homo sapiens	Disease
13035	R-HSA-9694786	Transcription of SARS-CoV-2 sgRNAs	Homo sapiens	Disease
13036	R-HSA-167172	Transcription of the HIV genome	Homo sapiens	Disease
13037	R-HSA-6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Homo sapiens	DNA Repair
13038	R-HSA-69895	Transcriptional  activation of  cell cycle inhibitor p21 	Homo sapiens	Cell Cycle
13039	R-HSA-8953750	Transcriptional Regulation by E2F6	Homo sapiens	Gene expression (Transcription)
13040	R-HSA-8986944	Transcriptional Regulation by MECP2	Homo sapiens	Gene expression (Transcription)
13041	R-HSA-9634815	Transcriptional Regulation by NPAS4	Homo sapiens	Gene expression (Transcription)
13042	R-HSA-3700989	Transcriptional Regulation by TP53	Homo sapiens	Gene expression (Transcription)
13043	R-HSA-8853884	Transcriptional Regulation by VENTX	Homo sapiens	Gene expression (Transcription)
13044	R-HSA-2151201	Transcriptional activation of mitochondrial biogenesis	Homo sapiens	Organelle biogenesis and maintenance
13045	R-HSA-69560	Transcriptional activation of p53 responsive genes  	Homo sapiens	Cell Cycle
13046	R-HSA-2173793	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	Homo sapiens	Gene expression (Transcription)_Signal Transduction
13047	R-HSA-8878171	Transcriptional regulation by RUNX1	Homo sapiens	Gene expression (Transcription)
13048	R-HSA-8878166	Transcriptional regulation by RUNX2	Homo sapiens	Gene expression (Transcription)
13049	R-HSA-8878159	Transcriptional regulation by RUNX3	Homo sapiens	Gene expression (Transcription)
13050	R-HSA-5578749	Transcriptional regulation by small RNAs	Homo sapiens	Gene expression (Transcription)
13051	R-HSA-8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	Homo sapiens	Gene expression (Transcription)
13052	R-HSA-9616222	Transcriptional regulation of granulopoiesis	Homo sapiens	Developmental Biology
13053	R-HSA-452723	Transcriptional regulation of pluripotent stem cells	Homo sapiens	Developmental Biology
13054	R-HSA-9690406	Transcriptional regulation of testis differentiation	Homo sapiens	Developmental Biology
13055	R-HSA-381340	Transcriptional regulation of white adipocyte differentiation	Homo sapiens	Developmental Biology
13056	R-HSA-166020	Transfer of LPS from LBP carrier to CD14	Homo sapiens	Immune System
13057	R-HSA-917977	Transferrin endocytosis and recycling	Homo sapiens	Transport of small molecules
13058	R-HSA-72766	Translation	Homo sapiens	Metabolism of proteins
13059	R-HSA-72649	Translation initiation complex formation	Homo sapiens	Metabolism of proteins
13060	R-HSA-9727281	Translation of Accessory Proteins	Homo sapiens	Disease
13061	R-HSA-9679504	Translation of Replicase and Assembly of the Replication Transcription Complex	Homo sapiens	Disease
13062	R-HSA-9694676	Translation of Replicase and Assembly of the Replication Transcription Complex	Homo sapiens	Disease
13063	R-HSA-9683701	Translation of Structural Proteins	Homo sapiens	Disease
13064	R-HSA-9694635	Translation of Structural Proteins	Homo sapiens	Disease
13065	R-HSA-110320	Translesion Synthesis by POLH	Homo sapiens	DNA Repair
13066	R-HSA-5656121	Translesion synthesis by POLI	Homo sapiens	DNA Repair
13067	R-HSA-5655862	Translesion synthesis by POLK	Homo sapiens	DNA Repair
13068	R-HSA-110312	Translesion synthesis by REV1	Homo sapiens	DNA Repair
13069	R-HSA-110313	Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template	Homo sapiens	DNA Repair
13070	R-HSA-1445148	Translocation of SLC2A4 (GLUT4) to the plasma membrane	Homo sapiens	Vesicle-mediated transport
13071	R-HSA-202430	Translocation of ZAP-70 to Immunological synapse	Homo sapiens	Immune System
13072	R-HSA-112315	Transmission across Chemical Synapses	Homo sapiens	Neuronal System
13073	R-HSA-112307	Transmission across Electrical Synapses 	Homo sapiens	Neuronal System
13074	R-HSA-174362	Transport and synthesis of PAPS	Homo sapiens	Metabolism
13075	R-HSA-168874	Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus	Homo sapiens	Disease
13076	R-HSA-72202	Transport of Mature Transcript to Cytoplasm	Homo sapiens	Metabolism of RNA
13077	R-HSA-159231	Transport of Mature mRNA Derived from an Intronless Transcript	Homo sapiens	Metabolism of RNA
13078	R-HSA-159236	Transport of Mature mRNA derived from an Intron-Containing Transcript	Homo sapiens	Metabolism of RNA
13079	R-HSA-159234	Transport of Mature mRNAs Derived from Intronless Transcripts	Homo sapiens	Metabolism of RNA
13080	R-HSA-9758890	Transport of RCbl within the body	Homo sapiens	Metabolism
13081	R-HSA-168271	Transport of Ribonucleoproteins into the Host Nucleus	Homo sapiens	Disease
13082	R-HSA-425366	Transport of bile salts and organic acids, metal ions and amine compounds	Homo sapiens	Transport of small molecules
13083	R-HSA-190827	Transport of connexins along the secretory pathway	Homo sapiens	Vesicle-mediated transport
13084	R-HSA-190872	Transport of connexons to the plasma membrane	Homo sapiens	Vesicle-mediated transport
13085	R-HSA-804914	Transport of fatty acids	Homo sapiens	Transport of small molecules
13086	R-HSA-159763	Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	Homo sapiens	Metabolism of proteins
13087	R-HSA-432030	Transport of glycerol from adipocytes to the liver by Aquaporins	Homo sapiens	Transport of small molecules
13088	R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	Homo sapiens	Transport of small molecules
13089	R-HSA-83936	Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	Homo sapiens	Transport of small molecules
13090	R-HSA-727802	Transport of nucleotide sugars	Homo sapiens	Transport of small molecules
13091	R-HSA-879518	Transport of organic anions	Homo sapiens	Transport of small molecules
13092	R-HSA-382551	Transport of small molecules	Homo sapiens	Transport of small molecules
13093	R-HSA-159230	Transport of the SLBP Dependant Mature mRNA	Homo sapiens	Metabolism of RNA
13094	R-HSA-159227	Transport of the SLBP independent Mature mRNA	Homo sapiens	Metabolism of RNA
13095	R-HSA-425397	Transport of vitamins, nucleosides, and related molecules	Homo sapiens	Transport of small molecules
13096	R-HSA-948021	Transport to the Golgi and subsequent modification	Homo sapiens	Metabolism of proteins
13097	R-HSA-75109	Triglyceride biosynthesis	Homo sapiens	Metabolism
13098	R-HSA-163560	Triglyceride catabolism	Homo sapiens	Metabolism
13099	R-HSA-8979227	Triglyceride metabolism	Homo sapiens	Metabolism
